timestamp,host,provider,channel,event_id,event_name,domain,user,workstation,source_ip,source_port,logon_type,process,status,sub_status,message,is_attack,attack_type,country,city,latitude,longitude
2026-04-25 07:25:42,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,LOCAL,dtorres,SRV-MON-001,172.16.20.131,61365,3,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Logoff for LOCAL\dtorres from workstation SRV-MON-001,0,none,Internal,LAN,,
2026-04-25 07:32:02,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,LOCAL,svc_monitor,PC-FIN-001,192.168.1.242,62110,7,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Process created by LOCAL\svc_monitor: C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0,none,Internal,LAN,,
2026-04-25 07:33:43,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,LOCAL,analista01,LAP-GER-003,10.10.174.101,60606,7,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Process created by LOCAL\analista01: C:\\Windows\\System32\\cmd.exe,0,none,Internal,LAN,,
2026-04-25 07:34:28,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,mgarcia,SRV-MON-001,172.16.20.186,53703,10,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for CORP\mgarcia from 172.16.20.186 using logon type 10,0,none,Internal,LAN,,
2026-04-25 07:36:01,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,LOCAL,lcastro,SRV-MON-001,10.10.59.255,53360,2,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Logoff for LOCAL\lcastro from workstation SRV-MON-001,0,none,Internal,LAN,,
2026-04-25 07:36:35,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,helpdesk01,PC-RRHH-002,192.168.1.243,52726,10,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Successful logon for CORP\helpdesk01 from 192.168.1.243 using logon type 10,0,none,Internal,LAN,,
2026-04-25 07:38:25,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,finanzas02,PC-FIN-001,192.168.1.96,54645,10,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Successful logon for CORP\finanzas02 from 192.168.1.96 using logon type 10,0,none,Internal,LAN,,
2026-04-25 07:39:35,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,svc_monitor,PC-RRHH-002,192.168.1.32,61226,3,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Successful logon for LOCAL\svc_monitor from 192.168.1.32 using logon type 3,0,none,Internal,LAN,,
2026-04-25 07:40:57,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,crojas,PC-OPS-014,192.168.1.215,64289,7,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for EMPRESA\crojas from 192.168.1.215 using logon type 7,0,none,Internal,LAN,,
2026-04-25 07:41:18,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,jperez,LAP-GER-003,10.10.60.167,64479,2,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Successful logon for LOCAL\jperez from 10.10.60.167 using logon type 2,0,none,Internal,LAN,,
2026-04-25 07:42:16,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,jperez,PC-OPS-014,192.168.1.155,59426,2,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Successful logon for EMPRESA\jperez from 192.168.1.155 using logon type 2,0,none,Internal,LAN,,
2026-04-25 07:43:14,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,finanzas02,SRV-MON-001,192.168.1.34,59802,10,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Successful logon for CORP\finanzas02 from 192.168.1.34 using logon type 10,0,none,Internal,LAN,,
2026-04-25 07:43:29,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,dtorres,PC-FIN-001,192.168.1.170,56225,7,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for CORP\dtorres from 192.168.1.170 using logon type 7,0,none,Internal,LAN,,
2026-04-25 07:44:01,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,mgarcia,SRV-MON-001,192.168.1.58,56087,10,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Successful logon for CORP\mgarcia from 192.168.1.58 using logon type 10,0,none,Internal,LAN,,
2026-04-25 07:44:21,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,crojas,LAP-GER-003,10.10.184.186,59982,3,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Successful logon for EMPRESA\crojas from 10.10.184.186 using logon type 3,0,none,Internal,LAN,,
2026-04-25 07:45:33,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,EMPRESA,alopez,PC-OPS-014,172.16.20.145,50329,3,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Logoff for EMPRESA\alopez from workstation PC-OPS-014,0,none,Internal,LAN,,
2026-04-25 07:45:45,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,crojas,PC-OPS-014,192.168.1.150,55481,3,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for CORP\crojas from 192.168.1.150 using logon type 3,0,none,Internal,LAN,,
2026-04-25 07:46:12,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,CORP,analista01,PC-OPS-014,10.10.118.211,49827,3,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Logoff for CORP\analista01 from workstation PC-OPS-014,0,none,Internal,LAN,,
2026-04-25 07:47:08,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,helpdesk01,SRV-MON-001,172.16.20.31,57214,7,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Successful logon for LOCAL\helpdesk01 from 172.16.20.31 using logon type 7,0,none,Internal,LAN,,
2026-04-25 07:48:23,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,mgarcia,PC-RRHH-002,172.16.20.241,57719,10,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Successful logon for CORP\mgarcia from 172.16.20.241 using logon type 10,0,none,Internal,LAN,,
2026-04-25 07:52:05,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,LOCAL,analista01,PC-OPS-014,10.10.10.147,56034,10,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Logoff for LOCAL\analista01 from workstation PC-OPS-014,0,none,Internal,LAN,,
2026-04-25 07:54:42,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,CORP,helpdesk01,LAP-GER-003,10.10.78.105,51254,10,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Logoff for CORP\helpdesk01 from workstation LAP-GER-003,0,none,Internal,LAN,,
2026-04-25 07:55:07,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,CORP,dtorres,LAP-GER-003,10.10.173.196,58946,3,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Logoff for CORP\dtorres from workstation LAP-GER-003,0,none,Internal,LAN,,
2026-04-25 07:55:11,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,svc_monitor,PC-FIN-001,10.10.95.45,62171,2,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Successful logon for LOCAL\svc_monitor from 10.10.95.45 using logon type 2,0,none,Internal,LAN,,
2026-04-25 07:56:17,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,svc_monitor,LAP-GER-003,172.16.20.101,56406,3,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Successful logon for EMPRESA\svc_monitor from 172.16.20.101 using logon type 3,0,none,Internal,LAN,,
2026-04-25 07:56:54,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,dtorres,PC-RRHH-002,172.16.20.146,61561,3,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Successful logon for CORP\dtorres from 172.16.20.146 using logon type 3,0,none,Internal,LAN,,
2026-04-25 07:58:12,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,svc_monitor,SRV-MON-001,10.10.236.102,52936,10,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for LOCAL\svc_monitor from 10.10.236.102 using logon type 10,0,none,Internal,LAN,,
2026-04-25 07:58:48,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,LOCAL,alopez,PC-OPS-014,172.16.20.150,62009,2,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Process created by LOCAL\alopez: C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0,none,Internal,LAN,,
2026-04-25 07:59:14,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,alopez,PC-OPS-014,172.16.20.76,60515,3,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Successful logon for CORP\alopez from 172.16.20.76 using logon type 3,0,none,Internal,LAN,,
2026-04-25 08:01:42,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,CORP,mgarcia,SRV-MON-001,172.16.20.228,63184,3,C:\\Windows\\System32\\winlogon.exe,0x0,0x0,Process created by CORP\mgarcia: C:\\Windows\\System32\\winlogon.exe,0,none,Internal,LAN,,
2026-04-25 08:02:34,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,dtorres,LAP-GER-003,172.16.20.19,54625,10,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Successful logon for CORP\dtorres from 172.16.20.19 using logon type 10,0,none,Internal,LAN,,
2026-04-25 08:04:25,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,finanzas02,PC-RRHH-002,10.10.167.112,65491,7,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Successful logon for CORP\finanzas02 from 10.10.167.112 using logon type 7,0,none,Internal,LAN,,
2026-04-25 08:06:32,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,analista01,PC-RRHH-002,172.16.20.36,61572,10,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Successful logon for CORP\analista01 from 172.16.20.36 using logon type 10,0,none,Internal,LAN,,
2026-04-25 08:06:58,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,EMPRESA,analista01,PC-OPS-014,172.16.20.52,63671,2,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Logoff for EMPRESA\analista01 from workstation PC-OPS-014,0,none,Internal,LAN,,
2026-04-25 08:09:14,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,finanzas02,SRV-MON-001,10.10.132.201,64343,3,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for EMPRESA\finanzas02 from 10.10.132.201 using logon type 3,0,none,Internal,LAN,,
2026-04-25 08:09:50,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,helpdesk01,PC-RRHH-002,172.16.20.183,55697,7,C:\\Windows\\System32\\winlogon.exe,0x0,0x0,Successful logon for CORP\helpdesk01 from 172.16.20.183 using logon type 7,0,none,Internal,LAN,,
2026-04-25 08:12:07,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,EMPRESA,svc_backup,PC-OPS-014,10.10.204.117,62624,10,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Process created by EMPRESA\svc_backup: C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0,none,Internal,LAN,,
2026-04-25 08:13:32,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,dtorres,PC-FIN-001,192.168.1.253,50501,10,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for EMPRESA\dtorres from 192.168.1.253 using logon type 10,0,none,Internal,LAN,,
2026-04-25 08:15:42,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,dtorres,PC-OPS-014,10.10.215.163,58299,3,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Successful logon for LOCAL\dtorres from 10.10.215.163 using logon type 3,0,none,Internal,LAN,,
2026-04-25 08:16:08,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,crojas,SRV-MON-001,172.16.20.65,55318,2,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Successful logon for EMPRESA\crojas from 172.16.20.65 using logon type 2,0,none,Internal,LAN,,
2026-04-25 08:18:08,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,alopez,SRV-MON-001,192.168.1.184,62151,10,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for LOCAL\alopez from 192.168.1.184 using logon type 10,0,none,Internal,LAN,,
2026-04-25 08:18:08,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,svc_monitor,PC-RRHH-002,192.168.1.178,58072,10,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Successful logon for CORP\svc_monitor from 192.168.1.178 using logon type 10,0,none,Internal,LAN,,
2026-04-25 08:19:49,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,CORP,svc_monitor,PC-OPS-014,192.168.1.36,51227,7,C:\\Windows\\System32\\winlogon.exe,0x0,0x0,Process created by CORP\svc_monitor: C:\\Windows\\System32\\winlogon.exe,0,none,Internal,LAN,,
2026-04-25 08:21:12,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,svc_monitor,PC-OPS-014,172.16.20.139,59112,3,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Successful logon for CORP\svc_monitor from 172.16.20.139 using logon type 3,0,none,Internal,LAN,,
2026-04-25 08:22:08,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,CORP,crojas,PC-FIN-001,10.10.89.114,63642,3,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Process created by CORP\crojas: C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0,none,Internal,LAN,,
2026-04-25 08:22:27,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,EMPRESA,alopez,LAP-GER-003,192.168.1.7,59341,3,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Logoff for EMPRESA\alopez from workstation LAP-GER-003,0,none,Internal,LAN,,
2026-04-25 08:24:36,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,EMPRESA,crojas,PC-FIN-001,192.168.1.100,56092,10,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Logoff for EMPRESA\crojas from workstation PC-FIN-001,0,none,Internal,LAN,,
2026-04-25 08:24:49,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,CORP,analista01,SRV-MON-001,10.10.41.96,59199,3,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Logoff for CORP\analista01 from workstation SRV-MON-001,0,none,Internal,LAN,,
2026-04-25 08:24:57,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,dtorres,PC-FIN-001,10.10.168.2,58733,7,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for EMPRESA\dtorres from 10.10.168.2 using logon type 7,0,none,Internal,LAN,,
2026-04-25 08:25:52,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,svc_backup,PC-OPS-014,192.168.1.102,60041,2,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Successful logon for CORP\svc_backup from 192.168.1.102 using logon type 2,0,none,Internal,LAN,,
2026-04-25 08:27:54,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,svc_backup,PC-OPS-014,172.16.20.33,55858,10,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Successful logon for EMPRESA\svc_backup from 172.16.20.33 using logon type 10,0,none,Internal,LAN,,
2026-04-25 08:28:35,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,LOCAL,crojas,PC-OPS-014,192.168.1.187,51500,7,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Logoff for LOCAL\crojas from workstation PC-OPS-014,0,none,Internal,LAN,,
2026-04-25 08:28:47,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,LOCAL,helpdesk01,PC-OPS-014,192.168.1.115,65062,7,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Logoff for LOCAL\helpdesk01 from workstation PC-OPS-014,0,none,Internal,LAN,,
2026-04-25 08:28:53,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,CORP,alopez,SRV-MON-001,192.168.1.195,59610,2,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Logoff for CORP\alopez from workstation SRV-MON-001,0,none,Internal,LAN,,
2026-04-25 08:29:12,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,crojas,PC-RRHH-002,172.16.20.159,62049,10,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for EMPRESA\crojas from 172.16.20.159 using logon type 10,0,none,Internal,LAN,,
2026-04-25 08:29:12,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,CORP,alopez,PC-FIN-001,172.16.20.83,57241,7,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Logoff for CORP\alopez from workstation PC-FIN-001,0,none,Internal,LAN,,
2026-04-25 08:31:11,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,admin.ops,PC-OPS-014,10.10.210.5,61599,3,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Successful logon for EMPRESA\admin.ops from 10.10.210.5 using logon type 3,0,none,Internal,LAN,,
2026-04-25 08:31:18,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,svc_backup,PC-FIN-001,192.168.1.66,54335,3,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Successful logon for CORP\svc_backup from 192.168.1.66 using logon type 3,0,none,Internal,LAN,,
2026-04-25 08:32:08,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,EMPRESA,analista01,PC-OPS-014,192.168.1.43,56162,3,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Process created by EMPRESA\analista01: C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0,none,Internal,LAN,,
2026-04-25 08:33:47,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,EMPRESA,jperez,LAP-GER-003,10.10.19.102,53938,2,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Logoff for EMPRESA\jperez from workstation LAP-GER-003,0,none,Internal,LAN,,
2026-04-25 08:34:42,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,mgarcia,PC-RRHH-002,10.10.237.84,63939,7,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Successful logon for LOCAL\mgarcia from 10.10.237.84 using logon type 7,0,none,Internal,LAN,,
2026-04-25 08:35:11,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,helpdesk01,SRV-MON-001,172.16.20.112,57944,3,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Successful logon for CORP\helpdesk01 from 172.16.20.112 using logon type 3,0,none,Internal,LAN,,
2026-04-25 08:35:56,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,LOCAL,admin.ops,PC-OPS-014,10.10.254.44,59999,3,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Logoff for LOCAL\admin.ops from workstation PC-OPS-014,0,none,Internal,LAN,,
2026-04-25 08:37:49,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4672,Special privileges assigned to new logon,LOCAL,svc_monitor,LAP-GER-003,172.16.20.237,56700,7,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Special privileges assigned to LOCAL\svc_monitor,0,none,Internal,LAN,,
2026-04-25 08:38:03,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,analista01,SRV-MON-001,172.16.20.151,54608,2,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for LOCAL\analista01 from 172.16.20.151 using logon type 2,0,none,Internal,LAN,,
2026-04-25 08:38:07,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,admin.ops,PC-RRHH-002,172.16.20.202,65510,10,C:\\Program Files\\Microsoft Defender\\MsMpEng.exe,0x0,0x0,Successful logon for EMPRESA\admin.ops from 172.16.20.202 using logon type 10,0,none,Internal,LAN,,
2026-04-25 08:39:14,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4648,A logon was attempted using explicit credentials,EMPRESA,jperez,PC-FIN-001,192.168.1.175,58633,7,C:\\Windows\\System32\\winlogon.exe,0x0,0x0,Explicit credentials used by EMPRESA\jperez from PC-FIN-001,0,none,Internal,LAN,,
2026-04-25 08:41:21,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,CORP,analista01,PC-FIN-001,192.168.1.250,59108,3,C:\\Windows\\System32\\winlogon.exe,0x0,0x0,Logoff for CORP\analista01 from workstation PC-FIN-001,0,none,Internal,LAN,,
2026-04-25 08:41:59,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,finanzas02,PC-OPS-014,10.10.75.6,60295,2,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Successful logon for EMPRESA\finanzas02 from 10.10.75.6 using logon type 2,0,none,Internal,LAN,,
2026-04-25 08:42:09,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,CORP,lcastro,PC-RRHH-002,172.16.20.236,58966,7,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Logoff for CORP\lcastro from workstation PC-RRHH-002,0,none,Internal,LAN,,
2026-04-25 08:43:44,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,crojas,PC-FIN-001,172.16.20.250,64227,7,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Successful logon for LOCAL\crojas from 172.16.20.250 using logon type 7,0,none,Internal,LAN,,
2026-04-25 08:47:07,WIN-SRV-APP01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,svc_monitor,PC-FIN-001,192.168.1.197,50722,10,C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,0x0,0x0,Successful logon for LOCAL\svc_monitor from 192.168.1.197 using logon type 10,0,none,Internal,LAN,,
2026-04-25 08:47:25,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,LOCAL,finanzas02,LAP-GER-003,10.10.140.92,61912,10,C:\\Windows\\System32\\lsass.exe,0x0,0x0,Logoff for LOCAL\finanzas02 from workstation LAP-GER-003,0,none,Internal,LAN,,
2026-04-25 08:48:10,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,LOCAL,svc_monitor,SRV-MON-001,192.168.1.5,57319,7,C:\\Windows\\System32\\svchost.exe,0x0,0x0,Process created by LOCAL\svc_monitor: C:\\Windows\\System32\\svchost.exe,0,none,Internal,LAN,,
2026-04-25 08:48:20,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4688,A new process has been created,EMPRESA,analista01,PC-RRHH-002,192.168.1.37,59119,3,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Process created by EMPRESA\analista01: C:\\Windows\\System32\\cmd.exe,0,none,Internal,LAN,,
2026-04-25 08:48:48,WIN-SRV-FILE01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,CORP,mgarcia,PC-FIN-001,10.10.35.171,56728,7,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Logoff for CORP\mgarcia from workstation PC-FIN-001,0,none,Internal,LAN,,
2026-04-25 08:48:52,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,CORP,analista01,PC-FIN-001,172.16.20.90,54356,2,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for CORP\analista01 from 172.16.20.90 using logon type 2,0,none,Internal,LAN,,
2026-04-25 08:49:23,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,EMPRESA,alopez,PC-RRHH-002,192.168.1.55,64907,3,C:\\Windows\\System32\\winlogon.exe,0x0,0x0,Successful logon for EMPRESA\alopez from 192.168.1.55 using logon type 3,0,none,Internal,LAN,,
2026-04-25 08:50:01,WIN11-SEC-022,Microsoft-Windows-Security-Auditing,Security,4624,An account was successfully logged on,LOCAL,lcastro,PC-FIN-001,192.168.1.54,49953,3,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Successful logon for LOCAL\lcastro from 192.168.1.54 using logon type 3,0,none,Internal,LAN,,
2026-04-25 08:51:10,WIN10-FIN-014,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,EMPRESA,svc_monitor,PC-FIN-001,192.168.1.224,51823,10,C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe,0x0,0x0,Logoff for EMPRESA\svc_monitor from workstation PC-FIN-001,0,none,Internal,LAN,,
2026-04-25 08:51:52,WIN-SRV-DC01,Microsoft-Windows-Security-Auditing,Security,4634,An account was logged off,LOCAL,analista01,PC-RRHH-002,172.16.20.69,57937,2,C:\\Windows\\System32\\cmd.exe,0x0,0x0,Logoff for LOCAL\analista01 from workstation PC-RRHH-002,0,none,Internal,LAN,,
